id,name,description,industry,location,founded_date,stage,employee_count,website,business_model,revenue_model,status
startup_490,Henderson and Sons,Total system-worthy software e-enable cutting-edge content,Gaming,San Diego,2015-01-04,Growth,182,https://hendersonandsons.com,Platform,Transaction,Acquired
startup_491,Melton-Parrish,Front-line bottom-line algorithm orchestrate B2C methodologies,FoodTech,Portland,2013-04-13,Series A,441,https://melton-parrish.com,Marketplace,Transaction,Active
startup_492,"Chase, Wilson and Mendez",Horizontal bifurcated help-desk redefine robust vortals,AI/ML,Los Angeles,2024-10-13,Seed,431,"https://chase,wilsonandmendez.com",Platform,Transaction,Active
startup_493,DigitalSolutions,Reactive intangible structure utilize mission-critical web services,E-commerce,Portland,2013-06-11,Series A,101,https://digitalsolutions.com,Marketplace,Transaction,Active
startup_494,NeuralEngine,Persistent neutral functionalities optimize virtual vortals,EdTech,Miami,2011-11-19,Seed,300,https://neuralengine.com,B2B,SaaS,Closed
startup_495,Harris-Edwards,Cross-platform contextually-based open architecture extend e-business communities,IoT,Austin,2015-04-28,Growth,209,https://harris-edwards.com,B2C,Transaction,Active
startup_496,CyberFlow,Advanced encompassing time-frame optimize user-centric communities,PropTech,Denver,2022-08-03,Series B,48,https://cyberflow.com,Marketplace,Transaction,Closed
startup_497,Lewis,Open-architected full-range emulation implement open-source ROI,AI/ML,Phoenix,2019-03-25,Seed,202,https://lewis.com,Marketplace,Freemium,Active
startup_498,NeuralLogic,Re-contextualized web-enabled process improvement iterate cross-platform e-tailers,Gaming,Nashville,2013-07-04,Series C,374,https://neurallogic.com,B2B2C,Transaction,Active
startup_499,Case-Kennedy,Synergistic national system engine e-enable customized bandwidth,HRTech,Nashville,2010-12-31,Series A,341,https://case-kennedy.com,Platform,Freemium,Active
startup_500,FusionLogic,Synchronized upward-trending budgetary management grow integrated channels,HealthTech,Nashville,2025-02-11,Pre-seed,119,https://fusionlogic.com,Marketplace,Transaction,IPO
startup_501,SecureHub,Multi-channeled coherent matrix strategize customized deliverables,SaaS,Dallas,2015-04-18,Series B,276,https://securehub.com,B2B,Advertising,Active
startup_502,NeuralPlatform,Horizontal didactic alliance embrace cross-media metrics,MarTech,Austin,2011-03-19,Series B,132,https://neuralplatform.com,Marketplace,SaaS,Acquired
startup_503,CyberEngine,De-engineered system-worthy array morph distributed bandwidth,HealthTech,Seattle,2024-12-20,Series A,94,https://cyberengine.com,Platform,Commission,Active
startup_504,Mckinney PLC,Expanded bi-directional monitoring evolve viral interfaces,Blockchain,Boston,2020-07-22,Series C,495,https://mckinneyplc.com,Marketplace,SaaS,Active
startup_505,"Roberts, Crawford and Koch",Down-sized multi-tasking artificial intelligence transition open-source e-commerce,IoT,Seattle,2018-04-16,Series B,422,"https://roberts,crawfordandkoch.com",B2B2C,Freemium,Active
startup_506,CloudFlow,Seamless optimizing pricing structure drive one-to-one synergies,InsurTech,Denver,2019-01-29,Pre-seed,59,https://cloudflow.com,B2C,Transaction,Active
startup_507,VertexAnalytics,Synergistic bi-directional paradigm generate next-generation networks,CleanTech,Miami,2011-02-07,Series B,476,https://vertexanalytics.com,B2B,Advertising,Active
startup_508,ApexSystems,Sharable coherent challenge productize robust solutions,E-commerce,Los Angeles,2019-12-19,Series A,107,https://apexsystems.com,B2B2C,SaaS,Active
startup_509,QuantumFlow,Upgradable full-range initiative repurpose rich interfaces,E-commerce,Austin,2020-10-24,Growth,143,https://quantumflow.com,Platform,SaaS,Active
startup_510,ApexFlow,Reduced scalable Internet solution evolve killer synergies,HealthTech,Phoenix,2025-02-04,Growth,380,https://apexflow.com,Platform,Commission,Closed
startup_511,Thompson PLC,Inverse executive hub exploit collaborative partnerships,Blockchain,San Diego,2020-04-20,Pre-seed,217,https://thompsonplc.com,Marketplace,SaaS,Active
startup_512,RapidLogic,Synchronized upward-trending contingency synthesize dot-com channels,Gaming,New York,2015-06-11,Growth,82,https://rapidlogic.com,B2B2C,Transaction,Active
startup_513,QuantumHub,Multi-channeled national workforce enable vertical niches,E-commerce,Dallas,2018-09-30,Growth,281,https://quantumhub.com,B2B,Commission,Active
startup_514,RapidCore,Universal analyzing database redefine mission-critical niches,Gaming,Boston,2017-04-24,Growth,432,https://rapidcore.com,B2B,Commission,IPO
startup_515,DataFlow,Pre-emptive foreground policy synthesize web-enabled markets,LegalTech,Washington DC,2015-06-18,Series B,398,https://dataflow.com,B2B,Freemium,Active
startup_516,QuantumDynamics,Triple-buffered bandwidth-monitored task-force aggregate strategic infrastructures,IoT,Miami,2016-03-13,Series B,50,https://quantumdynamics.com,B2B,Freemium,Active
startup_517,VertexLogic,Balanced secondary software embrace visionary mindshare,Blockchain,San Diego,2025-04-25,Seed,356,https://vertexlogic.com,Platform,Advertising,Active
startup_518,"Marshall, Bryant and Cruz",Open-architected explicit encryption iterate B2B channels,InsurTech,Philadelphia,2022-09-28,Series C,430,"https://marshall,bryantandcruz.com",B2B2C,Commission,IPO
startup_519,Thomas-Greene,Networked real-time access optimize wireless communities,PropTech,Phoenix,2024-03-05,Series B,489,https://thomas-greene.com,B2B2C,SaaS,Active
startup_520,NeuralNetwork,Vision-oriented 5thgeneration process improvement scale wireless networks,EdTech,Boston,2014-11-11,Pre-seed,329,https://neuralnetwork.com,B2C,Advertising,Active
startup_521,"Moore, Moore and Patrick",Public-key full-range task-force expedite extensible supply-chains,E-commerce,Phoenix,2022-01-29,Series B,431,"https://moore,mooreandpatrick.com",Platform,Commission,Active
startup_522,"Hobbs, Simpson and Hart",User-centric bandwidth-monitored matrices exploit 24/365 technologies,FinTech,Austin,2018-06-12,Series C,195,"https://hobbs,simpsonandhart.com",B2B,Advertising,Active
startup_523,FusionLogic,Diverse multi-tasking archive architect dot-com systems,FinTech,Portland,2017-12-17,Pre-seed,250,https://fusionlogic.com,B2B,Freemium,Active
startup_524,Baker and Sons,Face-to-face tangible artificial intelligence enhance rich architectures,FoodTech,San Francisco,2022-03-29,Series B,337,https://bakerandsons.com,B2B2C,SaaS,Active
startup_525,ApexSolutions,Phased dynamic emulation synthesize out-of-the-box architectures,LegalTech,Phoenix,2020-08-09,Growth,39,https://apexsolutions.com,Marketplace,Freemium,Acquired
startup_526,Morrison,Future-proofed demand-driven methodology empower distributed schemas,HRTech,Boston,2021-08-20,Pre-seed,469,https://morrison.com,Marketplace,Transaction,IPO
startup_527,Macdonald-White,Front-line directional Graphic Interface repurpose dynamic mindshare,CleanTech,Chicago,2015-07-03,Series C,432,https://macdonald-white.com,B2B,Transaction,Active
startup_528,"Ward, Smith and Rodriguez",Fully-configurable empowering capability scale scalable paradigms,FinTech,Atlanta,2019-06-24,Pre-seed,21,"https://ward,smithandrodriguez.com",B2B2C,Freemium,Active
startup_529,Baird,Synergistic leadingedge utilization deploy cutting-edge e-commerce,AgriTech,Miami,2014-11-26,Series B,388,https://baird.com,B2B2C,Freemium,Active
startup_530,SecureDynamics,Organic bottom-line core maximize next-generation channels,E-commerce,Los Angeles,2019-12-08,Series C,333,https://securedynamics.com,B2B,Freemium,Active
startup_531,DigitalSolutions,Total intermediate emulation orchestrate extensible methodologies,Gaming,San Francisco,2018-01-01,Series B,202,https://digitalsolutions.com,B2C,SaaS,Active
startup_532,DigitalCore,De-engineered regional data-warehouse transition 24/365 users,MarTech,San Diego,2011-09-13,Series B,139,https://digitalcore.com,Platform,Advertising,Closed
startup_533,Stanton-Ramirez,Upgradable clear-thinking strategy deploy cross-platform metrics,AgriTech,Austin,2018-09-10,Series B,334,https://stanton-ramirez.com,B2C,Advertising,Active
startup_534,FusionDynamics,Ergonomic background process improvement engage revolutionary platforms,EdTech,Boston,2024-10-20,Seed,332,https://fusiondynamics.com,Marketplace,Advertising,Active
startup_535,RapidPlatform,Organic neutral orchestration strategize frictionless networks,HealthTech,Seattle,2020-06-26,Growth,72,https://rapidplatform.com,Platform,Advertising,Active
startup_536,VertexSystems,Stand-alone leadingedge orchestration generate real-time platforms,Cybersecurity,Chicago,2015-05-18,Series B,480,https://vertexsystems.com,Marketplace,Commission,Active
startup_537,VertexEngine,Horizontal cohesive methodology unleash best-of-breed eyeballs,AI/ML,Phoenix,2023-07-08,Series B,311,https://vertexengine.com,B2B,SaaS,Active
startup_538,Sherman-Eaton,Synchronized empowering archive re-contextualize 24/365 web services,FinTech,Washington DC,2017-02-12,Series B,93,https://sherman-eaton.com,B2B2C,Advertising,Active
startup_539,Burns PLC,Stand-alone mission-critical attitude extend holistic solutions,HRTech,Chicago,2019-09-21,Series A,66,https://burnsplc.com,B2B,SaaS,Active
startup_540,"Hunt, Rodriguez and Morgan",Ergonomic global focus group transition clicks-and-mortar web services,HealthTech,Seattle,2018-07-15,Series A,271,"https://hunt,rodriguezandmorgan.com",B2B,Transaction,Active
startup_541,MetaLogic,Centralized needs-based paradigm expedite innovative paradigms,FoodTech,Washington DC,2020-07-31,Series B,499,https://metalogic.com,B2B2C,Commission,Active
startup_542,VertexPlatform,Business-focused attitude-oriented throughput aggregate value-added networks,IoT,Atlanta,2010-10-16,Series B,491,https://vertexplatform.com,B2B2C,Commission,Active
startup_543,Sanchez,Down-sized client-driven toolset integrate strategic e-commerce,HealthTech,San Diego,2022-08-11,Pre-seed,477,https://sanchez.com,Marketplace,SaaS,Active
startup_544,CyberNetwork,Optimized interactive budgetary management productize web-enabled systems,FoodTech,Austin,2023-07-24,Seed,35,https://cybernetwork.com,Marketplace,Commission,Active
startup_545,SmartPlatform,Re-engineered upward-trending emulation engage cutting-edge eyeballs,FinTech,Los Angeles,2013-11-17,Series A,146,https://smartplatform.com,Platform,SaaS,Active
startup_546,SmartDynamics,Managed tertiary budgetary management productize B2C eyeballs,MarTech,Dallas,2011-06-22,Series A,219,https://smartdynamics.com,Platform,Commission,Active
startup_547,CloudSolutions,Innovative stable knowledge user drive scalable models,HRTech,San Francisco,2015-07-17,Series A,121,https://cloudsolutions.com,B2C,Transaction,Active
startup_548,Vargas-Mitchell,Universal web-enabled synergy incubate end-to-end content,PropTech,Philadelphia,2017-01-02,Series C,433,https://vargas-mitchell.com,Platform,Freemium,Active
startup_549,NeuralLabs,Switchable multi-tasking database innovate mission-critical action-items,HealthTech,Portland,2016-08-08,Pre-seed,158,https://neurallabs.com,B2B,Freemium,Active
startup_550,MetaBase,Implemented client-driven data-warehouse redefine collaborative systems,E-commerce,San Diego,2013-05-19,Pre-seed,248,https://metabase.com,B2B,Transaction,Active
startup_551,PrimeAnalytics,Intuitive scalable attitude embrace extensible eyeballs,FinTech,Denver,2016-01-22,Pre-seed,280,https://primeanalytics.com,B2B,Commission,Active
startup_552,GlobalEngine,Mandatory reciprocal pricing structure productize synergistic vortals,SaaS,Washington DC,2022-11-12,Growth,180,https://globalengine.com,B2C,Freemium,Active
startup_553,CloudBase,Profound intangible success harness robust web-readiness,PropTech,Washington DC,2015-10-27,Series B,324,https://cloudbase.com,Platform,SaaS,Active
startup_554,RapidTechnologies,Compatible zero tolerance architecture re-intermediate out-of-the-box ROI,EdTech,Miami,2019-03-11,Series C,198,https://rapidtechnologies.com,B2C,Commission,Active
startup_555,VertexSystems,Profound human-resource success re-contextualize viral models,EdTech,Dallas,2021-03-01,Growth,209,https://vertexsystems.com,B2C,Advertising,Acquired
startup_556,"Wood, Chan and Yates",Secured systemic capability engineer one-to-one supply-chains,PropTech,Philadelphia,2022-08-15,Series B,196,"https://wood,chanandyates.com",B2B2C,Commission,Active
startup_557,"Little, Johnston and Hamilton",Distributed stable monitoring re-contextualize interactive applications,MarTech,Chicago,2018-02-25,Series C,426,"https://little,johnstonandhamilton.com",Platform,Advertising,Active
startup_558,PrimeLabs,Team-oriented impactful adapter re-contextualize wireless schemas,Blockchain,Washington DC,2019-08-29,Series B,98,https://primelabs.com,Platform,Freemium,Active
startup_559,DigitalTechnologies,Profound secondary function enhance frictionless deliverables,PropTech,Miami,2015-12-21,Growth,199,https://digitaltechnologies.com,B2B,SaaS,Active
startup_560,"Ramirez, Murray and Miles",Customizable grid-enabled moderator revolutionize vertical schemas,CleanTech,Chicago,2023-01-09,Series C,428,"https://ramirez,murrayandmiles.com",Marketplace,Advertising,Active
startup_561,DataSolutions,Implemented even-keeled matrix productize integrated applications,Cybersecurity,Austin,2012-10-29,Growth,145,https://datasolutions.com,B2B,Commission,Active
startup_562,Gray-Davis,Multi-tiered cohesive analyzer deploy leading-edge networks,Gaming,Washington DC,2017-04-07,Pre-seed,146,https://gray-davis.com,Platform,SaaS,Active
startup_563,VertexDynamics,Object-based well-modulated artificial intelligence engage next-generation e-business,SaaS,Atlanta,2024-01-20,Growth,39,https://vertexdynamics.com,B2B,SaaS,Active
startup_564,"Wright, Rangel and Lewis",Configurable intermediate moderator empower efficient models,SaaS,Phoenix,2016-11-22,Seed,267,"https://wright,rangelandlewis.com",B2B,SaaS,Active
startup_565,InfiniteFlow,Networked leadingedge conglomeration re-intermediate transparent info-mediaries,Gaming,Philadelphia,2021-06-09,Series B,246,https://infiniteflow.com,Marketplace,Freemium,Active
startup_566,PrimeLabs,Quality-focused empowering superstructure engage cross-platform networks,FinTech,Seattle,2017-03-28,Series B,202,https://primelabs.com,B2B,Transaction,Active
startup_567,InfiniteTechnologies,Phased responsive intranet envisioneer dot-com convergence,MarTech,Portland,2014-06-01,Series A,70,https://infinitetechnologies.com,Platform,Commission,Active
startup_568,Obrien-Ortiz,Cloned 24hour complexity streamline clicks-and-mortar solutions,MarTech,Phoenix,2020-06-29,Series A,97,https://obrien-ortiz.com,B2B,Transaction,Active
startup_569,Harper-Fischer,Open-architected dynamic moratorium repurpose strategic vortals,Gaming,Austin,2019-02-01,Pre-seed,293,https://harper-fischer.com,B2C,Transaction,Active
startup_570,CloudEngine,Streamlined 4thgeneration data-warehouse morph integrated relationships,EdTech,Dallas,2022-05-06,Series A,43,https://cloudengine.com,Marketplace,Advertising,Active
startup_571,"Erickson, Miller and Jones",Devolved bottom-line methodology matrix end-to-end bandwidth,PropTech,Seattle,2017-07-01,Growth,151,"https://erickson,millerandjones.com",Marketplace,Advertising,Active
startup_572,GlobalBase,Pre-emptive reciprocal infrastructure benchmark bleeding-edge supply-chains,SaaS,Seattle,2013-12-15,Series B,414,https://globalbase.com,Marketplace,Transaction,Acquired
startup_573,"Hester, Mooney and Schwartz",Object-based methodical collaboration exploit open-source e-services,MarTech,Washington DC,2021-09-09,Series C,193,"https://hester,mooneyandschwartz.com",B2B,Transaction,Active
startup_574,SmartLogic,Inverse secondary Internet solution e-enable holistic supply-chains,AI/ML,Washington DC,2020-08-27,Series A,289,https://smartlogic.com,Marketplace,Transaction,Active
startup_575,Stewart Group,User-centric real-time project integrate granular deliverables,SaaS,Austin,2018-10-08,Series C,218,https://stewartgroup.com,B2C,Advertising,Active
startup_576,CyberNetwork,De-engineered disintermediate attitude e-enable killer portals,HealthTech,Dallas,2024-07-30,Seed,180,https://cybernetwork.com,B2C,Advertising,Acquired
startup_577,SecureTechnologies,Intuitive static access engineer real-time applications,AI/ML,Portland,2025-01-07,Series B,332,https://securetechnologies.com,Platform,Commission,Active
startup_578,VertexHub,Fundamental zero tolerance moratorium engineer transparent action-items,Cybersecurity,New York,2018-08-24,Series C,30,https://vertexhub.com,B2C,Commission,Active
startup_579,Ortiz-Cook,Focused coherent attitude harness back-end info-mediaries,SaaS,Washington DC,2014-06-27,Pre-seed,478,https://ortiz-cook.com,Marketplace,Transaction,Active
startup_580,Thomas-Moore,Compatible needs-based challenge drive cutting-edge e-services,IoT,Phoenix,2010-07-13,Series A,442,https://thomas-moore.com,B2C,Transaction,Acquired
startup_581,GlobalTechnologies,Multi-lateral local focus group aggregate value-added e-commerce,InsurTech,Nashville,2024-10-09,Series C,411,https://globaltechnologies.com,Marketplace,Commission,Active
startup_582,Mcpherson-Anderson,Networked cohesive capability engage synergistic technologies,CleanTech,Philadelphia,2020-12-07,Seed,473,https://mcpherson-anderson.com,B2B2C,Freemium,Active
startup_583,InfiniteSystems,Switchable 4thgeneration time-frame mesh plug-and-play e-services,CleanTech,Austin,2018-06-16,Growth,443,https://infinitesystems.com,B2B,Commission,Active
startup_584,SecureLabs,Reverse-engineered explicit definition benchmark e-business experiences,HealthTech,Los Angeles,2021-06-20,Growth,71,https://securelabs.com,B2C,Advertising,Active
startup_585,"Gill, Medina and Schneider",Devolved 4thgeneration website deliver integrated models,FoodTech,Dallas,2018-03-13,Growth,144,"https://gill,medinaandschneider.com",B2C,Freemium,Active
startup_586,CloudEngine,Triple-buffered asynchronous artificial intelligence syndicate turn-key interfaces,Gaming,Phoenix,2013-12-01,Series B,118,https://cloudengine.com,Platform,Transaction,Active
startup_587,VertexCore,Polarized static secured line harness innovative info-mediaries,LegalTech,Philadelphia,2018-07-25,Seed,356,https://vertexcore.com,Marketplace,Freemium,Active
startup_588,Lopez,Synergistic responsive policy synthesize robust solutions,HealthTech,Phoenix,2022-01-31,Series A,300,https://lopez.com,B2B,Advertising,IPO
startup_589,CloudHub,Digitized global customer loyalty leverage scalable channels,MarTech,Phoenix,2019-11-05,Series A,275,https://cloudhub.com,B2B2C,Freemium,Active
startup_590,White-Bell,Distributed tangible neural-net engage strategic e-tailers,EdTech,San Francisco,2016-07-17,Growth,135,https://white-bell.com,B2C,Advertising,Active
startup_591,GlobalCore,Quality-focused explicit Internet solution drive web-enabled schemas,AgriTech,San Francisco,2011-08-23,Growth,303,https://globalcore.com,B2B2C,Commission,Active
startup_592,NeuralTechnologies,Grass-roots actuating hardware innovate world-class communities,AgriTech,Nashville,2022-09-09,Growth,419,https://neuraltechnologies.com,B2C,SaaS,Active
startup_593,GlobalNetwork,User-centric exuding conglomeration leverage strategic applications,Gaming,Denver,2024-12-29,Seed,290,https://globalnetwork.com,B2B,SaaS,Active
startup_594,CyberCore,Centralized 6thgeneration matrices extend seamless applications,LegalTech,Denver,2016-04-25,Series A,285,https://cybercore.com,B2C,Transaction,Active
startup_595,SecureFlow,User-centric impactful solution generate intuitive architectures,Blockchain,Seattle,2010-12-08,Seed,147,https://secureflow.com,Platform,Advertising,Active
startup_596,CloudDynamics,Managed responsive strategy repurpose world-class portals,Gaming,San Francisco,2011-03-29,Pre-seed,34,https://clouddynamics.com,B2B2C,Transaction,Active
startup_597,VertexDynamics,Fully-configurable systematic leverage architect best-of-breed info-mediaries,Cybersecurity,Atlanta,2015-03-30,Growth,24,https://vertexdynamics.com,Platform,SaaS,Active
startup_598,MetaTechnologies,Reverse-engineered directional analyzer expedite viral solutions,HealthTech,Miami,2024-03-15,Seed,102,https://metatechnologies.com,Platform,Transaction,Active
startup_599,"Robinson, Rodriguez and Morgan",Mandatory content-based capacity iterate vertical schemas,AgriTech,Boston,2013-11-06,Series C,303,"https://robinson,rodriguezandmorgan.com",Marketplace,Transaction,Active
startup_600,Ryan and Sons,Focused reciprocal frame repurpose vertical e-business,FinTech,Nashville,2020-05-07,Series A,489,https://ryanandsons.com,B2C,Transaction,Active
startup_601,Hall-Bass,Secured tertiary success deliver robust technologies,IoT,Los Angeles,2019-03-12,Series C,334,https://hall-bass.com,Platform,Transaction,IPO
startup_602,DigitalLogic,Reduced local success transition virtual e-commerce,EdTech,Austin,2010-11-21,Growth,242,https://digitallogic.com,B2B2C,SaaS,Active
startup_603,"Baker, Riley and Shelton",Profit-focused systematic matrix productize impactful convergence,E-commerce,Washington DC,2011-12-19,Growth,61,"https://baker,rileyandshelton.com",B2C,SaaS,Active
startup_604,Robinson-Farley,Extended incremental conglomeration optimize bleeding-edge networks,Gaming,Philadelphia,2015-03-20,Series C,225,https://robinson-farley.com,B2B2C,Advertising,Active
startup_605,Cook-Perez,Integrated neutral framework embrace synergistic eyeballs,PropTech,Portland,2023-03-09,Series C,248,https://cook-perez.com,B2B,SaaS,Active
startup_606,Fernandez,Digitized homogeneous solution engage value-added portals,E-commerce,Portland,2014-05-31,Series B,278,https://fernandez.com,Marketplace,Freemium,Active
startup_607,Kramer,Stand-alone didactic website disintermediate viral experiences,Cybersecurity,Portland,2017-02-02,Series B,101,https://kramer.com,B2B2C,Advertising,Active
startup_608,ApexCore,Organized bandwidth-monitored capacity deploy one-to-one applications,AgriTech,Washington DC,2024-11-05,Series C,367,https://apexcore.com,B2B,SaaS,Active
startup_609,ApexAnalytics,Managed motivating forecast envisioneer synergistic action-items,FoodTech,San Diego,2017-08-15,Pre-seed,282,https://apexanalytics.com,Platform,SaaS,Active
startup_610,GlobalCore,Extended multimedia core morph cross-media web-readiness,MarTech,Boston,2015-11-10,Seed,414,https://globalcore.com,B2B2C,Commission,Closed
startup_611,PrimePlatform,Face-to-face exuding forecast revolutionize magnetic platforms,HRTech,Miami,2020-05-22,Growth,106,https://primeplatform.com,B2C,Commission,Active
startup_612,Williamson,Multi-lateral non-volatile contingency visualize distributed applications,AgriTech,Denver,2016-10-08,Seed,449,https://williamson.com,Marketplace,Advertising,Active
startup_613,QuantumSolutions,Assimilated neutral contingency repurpose B2C e-business,LegalTech,Phoenix,2024-07-08,Seed,144,https://quantumsolutions.com,B2B2C,SaaS,Active
startup_614,InfiniteSystems,Focused object-oriented software cultivate scalable e-markets,E-commerce,Philadelphia,2019-04-19,Series A,201,https://infinitesystems.com,B2B2C,Advertising,Active
startup_615,MetaHub,Fully-configurable bifurcated function facilitate mission-critical paradigms,E-commerce,New York,2012-12-06,Series B,449,https://metahub.com,B2B,Advertising,Active
startup_616,"Cook, Reed and Garrison",Secured directional methodology leverage one-to-one partnerships,MarTech,Nashville,2015-03-09,Series B,90,"https://cook,reedandgarrison.com",B2B,SaaS,Active
startup_617,Mcmahon,Team-oriented fresh-thinking hardware repurpose robust metrics,InsurTech,Dallas,2019-07-08,Series B,498,https://mcmahon.com,B2C,Freemium,Active
startup_618,NeuralAnalytics,Enterprise-wide motivating firmware harness 24/7 metrics,MarTech,Dallas,2020-01-06,Series A,494,https://neuralanalytics.com,B2C,Freemium,Active
startup_619,"Arellano, Arnold and Shepard",Persistent multimedia intranet evolve enterprise technologies,FoodTech,Nashville,2014-08-31,Pre-seed,402,"https://arellano,arnoldandshepard.com",B2B,Freemium,Active
startup_620,DataHub,Pre-emptive user-facing workforce disintermediate open-source interfaces,FinTech,Washington DC,2024-01-19,Seed,401,https://datahub.com,Marketplace,Advertising,Active
startup_621,"Edwards, Gill and Mccormick",Synergized analyzing flexibility exploit interactive users,PropTech,Los Angeles,2022-05-07,Pre-seed,488,"https://edwards,gillandmccormick.com",B2B2C,SaaS,Active
startup_622,DigitalBase,Extended static frame repurpose ubiquitous platforms,IoT,San Francisco,2023-01-04,Seed,142,https://digitalbase.com,B2B,Commission,IPO
startup_623,QuantumLogic,Upgradable zero administration capability morph B2B communities,IoT,Seattle,2015-02-12,Pre-seed,419,https://quantumlogic.com,Marketplace,SaaS,Active
startup_624,Hill-Smith,Monitored needs-based portal deploy next-generation solutions,MarTech,Dallas,2025-01-22,Series C,18,https://hill-smith.com,B2B2C,Transaction,Active
startup_625,DigitalLogic,Enterprise-wide systemic structure leverage frictionless bandwidth,InsurTech,Phoenix,2019-04-02,Seed,216,https://digitallogic.com,Platform,Commission,Active
startup_626,CyberCore,Networked high-level core strategize customized users,CleanTech,Austin,2020-02-20,Seed,339,https://cybercore.com,Marketplace,Freemium,Active
startup_627,Lee,Self-enabling intermediate contingency grow ubiquitous metrics,HRTech,Dallas,2018-06-21,Series B,266,https://lee.com,B2B2C,Transaction,Active
startup_628,Hanson,Open-architected cohesive moratorium aggregate visionary systems,Cybersecurity,San Diego,2022-11-17,Series B,245,https://hanson.com,Marketplace,Commission,Active
startup_629,DigitalAnalytics,Profit-focused asymmetric project target holistic users,Gaming,Dallas,2024-10-20,Growth,90,https://digitalanalytics.com,B2B,Freemium,Active
startup_630,Olson-Mcclain,Cross-platform user-facing collaboration drive one-to-one models,E-commerce,Los Angeles,2011-02-23,Growth,460,https://olson-mcclain.com,B2C,Transaction,Active
startup_631,Mills-Wright,Automated context-sensitive policy enhance frictionless markets,FoodTech,Chicago,2010-12-02,Pre-seed,135,https://mills-wright.com,Marketplace,Freemium,Active
startup_632,"Howard, Johnson and Thomas",Upgradable demand-driven software benchmark B2C models,CleanTech,Washington DC,2016-12-29,Series B,287,"https://howard,johnsonandthomas.com",B2B2C,Freemium,Active
startup_633,MetaCore,Universal optimizing challenge integrate strategic paradigms,FinTech,Portland,2013-06-06,Pre-seed,383,https://metacore.com,B2B2C,SaaS,Active
startup_634,Long PLC,Self-enabling well-modulated archive grow front-end supply-chains,FoodTech,Los Angeles,2016-04-20,Growth,143,https://longplc.com,Marketplace,Commission,Active
startup_635,QuantumPlatform,Adaptive asymmetric task-force repurpose next-generation channels,CleanTech,San Diego,2011-02-17,Series A,215,https://quantumplatform.com,Platform,Transaction,Active
startup_636,Mills,Diverse discrete portal whiteboard distributed convergence,FinTech,Atlanta,2011-04-26,Series B,183,https://mills.com,Platform,Advertising,Active
startup_637,NeuralHub,Programmable content-based core facilitate global niches,E-commerce,Atlanta,2023-07-12,Series C,14,https://neuralhub.com,B2B,Advertising,Active
startup_638,MetaBase,Team-oriented 6thgeneration archive re-intermediate open-source eyeballs,Blockchain,San Diego,2016-11-07,Series A,432,https://metabase.com,B2B2C,SaaS,Active
startup_639,Ray-Berger,Realigned scalable contingency whiteboard extensible e-commerce,AI/ML,Boston,2012-01-15,Series B,459,https://ray-berger.com,B2B,SaaS,Active
startup_640,"Fisher, Miller and Lawson",Proactive transitional focus group deploy B2C metrics,HRTech,San Francisco,2013-04-26,Series B,84,"https://fisher,millerandlawson.com",B2B2C,SaaS,IPO
startup_641,DataLabs,Organized executive contingency envisioneer magnetic solutions,HealthTech,Philadelphia,2011-04-29,Seed,472,https://datalabs.com,B2C,Commission,Active
startup_642,Johnson,Centralized 6thgeneration application redefine turn-key action-items,PropTech,Miami,2013-06-08,Series C,192,https://johnson.com,B2C,Freemium,Active
startup_643,Bell Group,Multi-layered system-worthy access target turn-key e-commerce,IoT,Nashville,2018-01-07,Series C,204,https://bellgroup.com,B2B2C,SaaS,Active
startup_644,SecureBase,Object-based tertiary adapter brand innovative models,MarTech,Philadelphia,2025-02-16,Series C,203,https://securebase.com,B2C,Advertising,Active
startup_645,"Gibson, Johnson and Martin",Virtual leadingedge paradigm visualize integrated e-services,AgriTech,Austin,2020-02-10,Series B,66,"https://gibson,johnsonandmartin.com",B2B,Commission,Active
startup_646,QuantumNetwork,Sharable exuding forecast aggregate leading-edge niches,CleanTech,New York,2013-08-13,Series A,72,https://quantumnetwork.com,B2B2C,SaaS,Active
startup_647,MetaHub,Decentralized bottom-line hierarchy drive B2B deliverables,LegalTech,Atlanta,2012-02-12,Series C,155,https://metahub.com,B2C,Freemium,Active
startup_648,GlobalCore,Cross-group empowering project engineer intuitive bandwidth,CleanTech,Phoenix,2020-10-26,Series B,194,https://globalcore.com,Platform,Commission,Active
startup_649,Harrington-Bennett,Pre-emptive interactive circuit implement bricks-and-clicks paradigms,FinTech,Washington DC,2016-05-24,Seed,53,https://harrington-bennett.com,B2B,Transaction,Active
startup_650,Sanders,Reactive multi-tasking frame visualize end-to-end applications,Blockchain,Dallas,2023-08-16,Seed,343,https://sanders.com,B2C,Commission,Active
startup_651,VertexTechnologies,Balanced coherent attitude disintermediate strategic synergies,LegalTech,Nashville,2022-08-03,Series A,164,https://vertextechnologies.com,B2B2C,Transaction,Active
startup_652,Daniels-Butler,Horizontal transitional orchestration aggregate enterprise e-tailers,FoodTech,Austin,2010-12-26,Seed,16,https://daniels-butler.com,Platform,Advertising,Active
startup_653,NeuralFlow,Business-focused disintermediate solution generate transparent systems,FinTech,Atlanta,2011-11-14,Series C,150,https://neuralflow.com,Marketplace,Freemium,Acquired
startup_654,Andrews PLC,Automated exuding database leverage collaborative niches,FoodTech,Philadelphia,2012-12-04,Series B,319,https://andrewsplc.com,B2C,SaaS,Active
